chapter_no,title,sect_no,sect_desc,subsec_1,subsec_2,subsec_3,subsec_desc,
CHAPTER X,THE PARIS CONVENTION,88,Emblems of certain international organization,1,b,,is not likely to mislead the public as to extent of a connection between the user and the organization.,
CHAPTER X,THE PARIS CONVENTION,88,Emblems of certain international organization,2,,,The provisions of this section as to emblem of an international shall apply equally to anything which from a heraldic point of view imitates any such emblem.,
CHAPTER X,THE PARIS CONVENTION,88,Emblems of certain international organization,3,,,"Where under this section the authorization of an international organization is, or would be, required for the registration of a trade mark, that organization shall be entitled to restrain by injunction any use of the mark in Pakistan without its authorization.",
CHAPTER X,THE PARIS CONVENTION,88,Emblems of certain international organization,4,,,Nothing in this section shall affect the rights of a person whose bona fide use of the trade mark in question began before the commencement of this Ordinance.,
CHAPTER X,THE PARIS CONVENTION,89,Notification under Article 6ter of the Paris Convention.,1,,,"For the purposes of section 87, state emblem of a Convention country, other than the national flag, and official mark and hallmarks, shall be regarded as protected under the Paris Convention only if, or to the extent that-",
CHAPTER X,THE PARIS CONVENTION,89,Notification under Article 6ter of the Paris Convention.,1,a,,"the country in question has notified Pakistan in accordance with Article 6ter (3) of the Paris Convention that if desires to protect that emblem, mark or hallmark;",
CHAPTER X,THE PARIS CONVENTION,89,Notification under Article 6ter of the Paris Convention.,1,b,,the notification remains in force;,
CHAPTER X,THE PARIS CONVENTION,89,Notification under Article 6ter of the Paris Convention.,1,c,,Pakistan has not objected to it in accordance with Article 6ter (4) of the Paris Convention or any such objection has been withdrawn.,
CHAPTER X,THE PARIS CONVENTION,89,Notification under Article 6ter of the Paris Convention.,2,,,"For the purposes of section 88, the emblems, abbreviations and names of an international organization shall be regarded as protected under the Paris Convention only if, or to the extent that",sect_no88
CHAPTER X,THE PARIS CONVENTION,89,Notification under Article 6ter of the Paris Convention.,2,a,,"the organization in question has notified Pakistan in accordance with Article 6ter (3) of the Paris Convention that it desires to protect that emblem, abbreviation and name;",
CHAPTER X,THE PARIS CONVENTION,89,Notification under Article 6ter of the Paris Convention.,2,b,,the notification remains in force;,
CHAPTER X,THE PARIS CONVENTION,89,Notification under Article 6ter of the Paris Convention.,2,c,,Pakistan has not object to it in accordance with Article 6ter (4) of the Paris Convention or any such objection has been withdrawn.,
CHAPTER X,THE PARIS CONVENTION,89,Notification under Article 6ter of the Paris Convention.,3,,,A notification under Article 6ter (3) of the Paris Convention shall have effect only in relation to application for registration made more than two months after the receipt of such notification.,
CHAPTER X,THE PARIS CONVENTION,89,Notification under Article 6ter of the Paris Convention.,4,,,"The Registrar shall keep and make available for , public inspection by any person at all reasonable hours and free of charge, a list of-",
CHAPTER X,THE PARIS CONVENTION,89,Notification under Article 6ter of the Paris Convention.,4,a,,the state emblems and official marks or hallmarks;,
CHAPTER X,THE PARIS CONVENTION,89,Notification under Article 6ter of the Paris Convention.,4,b,,"the emblems, abbreviations and names of international organizations, which are for the time being protected under the Paris Convention by virtue of notification under Article 6ter (3) of the Paris Convention.",
CHAPTER X,THE PARIS CONVENTION,90,Acts of agent or representative,1,,,"Where an application for registration of a trade mark is made by a person who is an importer, or an agent not being an agent under section 128, or a representative of a person who is the proprietor of the mark in a Convention country, then",sect_no128
CHAPTER X,THE PARIS CONVENTION,90,Acts of agent or representative,1,a,,"if the proprietor opposes the application, registration shall be refused;",
CHAPTER X,THE PARIS CONVENTION,90,Acts of agent or representative,1,b,,"if the application, not being so opposed, is granted, the proprietor may-",
CHAPTER X,THE PARIS CONVENTION,90,Acts of agent or representative,1,b,i,apply for the declaration of the invalidity of the registration;,
CHAPTER X,THE PARIS CONVENTION,90,Acts of agent or representative,1,b,ii,apply for the rectification of the Register so as to substitute his name as the proprietor of the registered trade mark.,
CHAPTER X,THE PARIS CONVENTION,90,Acts of agent or representative,2,,,"The proprietor may notwithstanding the rights conferred by this Ordinance, in relation to a registered trade mark, by injunction restrain any use of the trade mark in Pakistan which is not authorised by him.",
CHAPTER X,THE PARIS CONVENTION,90,Acts of agent or representative,3,,,"The provisions of sub-section (1) or (2) shall not apply if, or to the extent that, that agent or representative justifies has action","subsec_1,subsec_2"
CHAPTER X,THE PARIS CONVENTION,90,Acts of agent or representative,4,,,"An application under clause (a) or (b) of sub-section (1) shall be made within three years of the proprietor becoming aware of the registration, and no injunction shall be granted under sub-section (2) in respect of a use in which the proprietor has acquiesced for a continuous period of three years or more","subsec_1,subsec_2"
CHAPTER X,THE PARIS CONVENTION,91,Nature of goods or services to which a mark is to be applied,1,,,"For the purposes of registration of a trade mark under this Ordinance, the nature of goods or services to which a trade mark is to be applied shall in no case form an obstacle to the registration of the trade mark.",
CHAPTER X,THE PARIS CONVENTION,92,Trade name,1,,,A trade name shall be protected without the obligation of filing or registration under this Ordinance whether if forms part of a trade mark or not.,
CHAPTER XI,SPECIAL PROVISIONS FOR TEXTILE GOODS,93,Textile goods,,,,"The Federal Government shall prescribe classes of goods, in this Chapter referred to as textile goods, to the trade marks used in relation to which the provisions of the Chapter shall apply, and subject to the said provisions, the other provisions of the Ordinance shall apply to such trade marks as they apply to trade mark used in relation to other classes of goods.",
CHAPTER XI,SPECIAL PROVISIONS FOR TEXTILE GOODS,94,Restrictions on registration of textile goods,1,,,"In respect of textile goods, being piece goods-",
CHAPTER XI,SPECIAL PROVISIONS FOR TEXTILE GOODS,94,Restrictions on registration of textile goods,1,a,,no mark consisting of a line heading alone shall be registerable as a trade mark;,
CHAPTER XI,SPECIAL PROVISIONS FOR TEXTILE GOODS,94,Restrictions on registration of textile goods,1,b,,a line heading shall not be deemed to be adapted to distinguish;,
CHAPTER XI,SPECIAL PROVISIONS FOR TEXTILE GOODS,94,Restrictions on registration of textile goods,1,c,,the registration of a trade mark shall not give any exclusive right to the use of a line heading.,
CHAPTER XI,SPECIAL PROVISIONS FOR TEXTILE GOODS,94,Restrictions on registration of textile goods,2,,,"In respect of any textile goods, the registration of letters or numerals, or any combination thereof, shall be subject to such conditions and restriction as may be prescribed.",
CHAPTER XI,SPECIAL PROVISIONS FOR TEXTILE GOODS,95,Advisory Committees,1,,,"The Federal Government may, in such manner, as may be prescribed, constitute one or more Advisory Committees of persons well versed in the usages of the textile trade for the purposes of this Chapter.",
CHAPTER XI,SPECIAL PROVISIONS FOR TEXTILE GOODS,95,Advisory Committees,2,,,The Registration shall consult any such Advisory Committee with respect to any circumstances peculiar to the textile trade arising on an application to register a trade mark in respect of textile goods,
CHAPTER XI,SPECIAL PROVISIONS FOR TEXTILE GOODS,95,Advisory Committees,3,,,The place of meeting and the conduct of business of any such Advisory Committees shall be determined as may be prescribed.,
CHAPTER XII,RECTIFICATION AND CORRECTION OF THE REGISTER,96,Rectification or correction of Register,1,,,Any person having a sufficient interest may apply for the rectification of an error or omission in the Register. Provided that an application for rectification may not be made in respect of a matter affecting the validity of the registration of a trade mark.,
CHAPTER XII,RECTIFICATION AND CORRECTION OF THE REGISTER,96,Rectification or correction of Register,2,,,"An application for rectification may be made to the Registrar, except that-",
CHAPTER XII,RECTIFICATION AND CORRECTION OF THE REGISTER,96,Rectification or correction of Register,2,a,,"if proceedings concerning the trade mark in question are pending in the High Court or a District Court, the application shall be made to the High Court or a District Court; and",
CHAPTER XII,RECTIFICATION AND CORRECTION OF THE REGISTER,96,Rectification or correction of Register,2,b,,"in case the application is made to the Registrar, he may at any stage of the proceedings refer the application to the High Court or District Court.",
CHAPTER XII,RECTIFICATION AND CORRECTION OF THE REGISTER,96,Rectification or correction of Register,3,,,"Except where the Registrar or the High Court or a District Court directs otherwise, the effect of rectification of the Register shall be that the error or omission in question shall be deemed never to have been made.",
CHAPTER XII,RECTIFICATION AND CORRECTION OF THE REGISTER,96,Rectification or correction of Register,4,,,"The Registrar may, on application made in such manner, as may be prescribed, by the proprietor of the registered trade mark, or a licensee, enter any change in his name or address as recorded in the Register.",
CHAPTER XII,RECTIFICATION AND CORRECTION OF THE REGISTER,97,Adoption of entries to new classification,1,,,"The Registrar may, if he considers it necessary, implement any amended or substituted classification of goods or services for the purposes of the registration of trade marks as may be prescribed.",
CHAPTER XII,RECTIFICATION AND CORRECTION OF THE REGISTER,97,Adoption of entries to new classification,2,,,The existing entries on the Register may be amended to record any new classification as may be prescribed.,
CHAPTER XII,RECTIFICATION AND CORRECTION OF THE REGISTER,97,Adoption of entries to new classification,3,,,"Any such power of amendment referred to in sub-section (2) and (3), shall not be exercised so as to extend the rights conferred by the registration except where it appears to the Registrar that compliance with this requirement would involve undue complexity and that any extension would not be substantial and would not adversely affect the rights of any person.","subsec_2,subsec_3"
CHAPTER XII,RECTIFICATION AND CORRECTION OF THE REGISTER,97,Adoption of entries to new classification,4,,,The Registrar may-,
CHAPTER XII,RECTIFICATION AND CORRECTION OF THE REGISTER,97,Adoption of entries to new classification,4,a,,"require the proprietor of a registered trade mark, with such time as may be prescribed, to file a proposal for amendment of the Register; ",
CHAPTER XII,RECTIFICATION AND CORRECTION OF THE REGISTER,97,Adoption of entries to new classification,4,b,,cancel or refuse to renew the registration of the trade mark in the event of his failing to d so.,
CHAPTER XII,RECTIFICATION AND CORRECTION OF THE REGISTER,97,Adoption of entries to new classification,5,,,"Any proposal, referred to in sub-section (4), shall be advertised and may be opposed in such manner as may be prescribed.",subsec_4
CHAPTER XIII,"OFFENCES, PENALTIES AND PROCEDURE",98,Meaning of applying a trade description,1,,,A person shall be deemed to apply a trade description to goods or services who,
CHAPTER XIII,"OFFENCES, PENALTIES AND PROCEDURE",98,Meaning of applying a trade description,1,a,,applies a trade description to the goods themselves or uses it in relation to goods or services;,
CHAPTER XIII,"OFFENCES, PENALTIES AND PROCEDURE",98,Meaning of applying a trade description,1,b,,"applies a trade description to any package in or with which the goods are sold, or exposed for sale, or had in possession for sale or for any purpose of trade or manufacture;",
CHAPTER XIII,"OFFENCES, PENALTIES AND PROCEDURE",98,Meaning of applying a trade description,1,c,,"places, encloses or annexes any goods which are goods which are sold or exposed for sale, or had in possession for sale or for any purpose of trade or manufacture in or with any package or other thing to which a trade description has been applied;",
CHAPTER XIII,"OFFENCES, PENALTIES AND PROCEDURE",98,Meaning of applying a trade description,1,d,,uses a trade description in any manner reasonably likely to lead to the belief that the goods or services in connection wit which it is used are designed or described by that trade description;,
CHAPTER XIII,"OFFENCES, PENALTIES AND PROCEDURE",98,Meaning of applying a trade description,1,e,,"in relation to the goods or services uses a trade description in any sign, advertisement, invoice, catalogue, business letter, price list or other commercial documents, and goods are delivered or services are rendered to a person in pursuance of a request or order made by reference to the trade description as so used",
CHAPTER XIII,"OFFENCES, PENALTIES AND PROCEDURE",98,Meaning of applying a trade description,2,,,"A trade description shall be deemed to be applied to goods whether it is woven in, impressed on, otherwise worked into, or annexed or affixed to, the gods or to any packaging or other thing.",
CHAPTER XIII,"OFFENCES, PENALTIES AND PROCEDURE",99,Penalty for applying false trade description,1,,,Any person who-,
CHAPTER XIII,"OFFENCES, PENALTIES AND PROCEDURE",99,Penalty for applying false trade description,1,a,,applies any false trade description to goods or services;,
CHAPTER XIII,"OFFENCES, PENALTIES AND PROCEDURE",99,Penalty for applying false trade description,1,b,,"applies to any goods to which an indication of the country or place in which they were made or produced or the name and address of manufacture or person for whom the goods are manufactured is required to be applied under section 126, a false indication of such country, place, name or address;",sect_no126
CHAPTER XIII,"OFFENCES, PENALTIES AND PROCEDURE",99,Penalty for applying false trade description,1,c,,"tampers with, alters or effaces an indication of origin which has been applied to any goods to which it is required to be applied under section 126;",sect_no126
CHAPTER XIII,"OFFENCES, PENALTIES AND PROCEDURE",99,Penalty for applying false trade description,1,d,,"causes any of the aforementioned things to be done, shall, unless he proves that he acted without intent to defraud, be punished with imprisonment of either description for a term which shall not be less than three months but which may extend to two years, or with fine which shall not be less than fifty thousand rupees, or with both",
CHAPTER XIII,"OFFENCES, PENALTIES AND PROCEDURE",100,Enhanced penalty on second or subsequent convictions,1,,,"Whoever having already been convicted of an offence under section 99 is again convicted of any such offence shall be punished for the second and every subsequent offence with imprisonment of either description for a term which shall not be less than six months but which may extend to three years, or with fine which shall not be less than one hundred thousand rupees, or with both",
CHAPTER XIII,"OFFENCES, PENALTIES AND PROCEDURE",101,Penalty for falsification of entries in Register,1,,,"Any person who makes, or causes to be made, a false entry in the Register, or a writing falsely purporting to be a copy of an entry in the Register, or produces or tenders, or causes to be produced or tendered, in evidence any such writing, knowing the entry or writing to be false, he shall be punishable with imprisonment for a term which shall not be less than three months but which may extend to two years, or with fine which shall not be less than fifty thousand rupee, or with both.",
CHAPTER XIII,"OFFENCES, PENALTIES AND PROCEDURE",102,Penalty of falsely representing a trade mark as registered.,1,,,No person shall make any representation,
CHAPTER XIII,"OFFENCES, PENALTIES AND PROCEDURE",102,Penalty of falsely representing a trade mark as registered.,1,a,,"with respect to a mark not being a registered trade mark, to the effect that it is a registered trade mark;",
CHAPTER XIII,"OFFENCES, PENALTIES AND PROCEDURE",102,Penalty of falsely representing a trade mark as registered.,1,b,,"with respect to a part of a registered trade mark not being a part separately registered as a trade mark, to the effect that it is separately registered as a trade mark;",
CHAPTER XIII,"OFFENCES, PENALTIES AND PROCEDURE",102,Penalty of falsely representing a trade mark as registered.,1,c,,"to the effect that a registered trade mark is registered in respect of any goods or services in respect of which it is not, in fact, registered;",
CHAPTER XIII,"OFFENCES, PENALTIES AND PROCEDURE",102,Penalty of falsely representing a trade mark as registered.,1,d,,"to the effect that the registration of a trade mark gives an exclusive right to the use thereof in any circumstances in which, having regard to limitations entered on the Register, the registration does not, in fact, give that right",
CHAPTER XIII,"OFFENCES, PENALTIES AND PROCEDURE",102,Penalty of falsely representing a trade mark as registered.,2,,,"If any person contravenes any of the provisions of sub-section (1), he shall be punishable with imprisonment for a term which shall not be less than one month but which may extend to six months, or with fine which shall not be less then twenty thousand rupees, or with both.",subsec_1
CHAPTER XIII,"OFFENCES, PENALTIES AND PROCEDURE",102,Penalty of falsely representing a trade mark as registered.,3,,,"For the purposes of this section. the use in Pakistan in relation to a trade mark of the word ""registered"", or of any other expression referring whether expressly or impliedly to registration, shall be deemed to import a reference to registration in the Register, except-",
CHAPTER XIII,"OFFENCES, PENALTIES AND PROCEDURE",102,Penalty of falsely representing a trade mark as registered.,3,a,,"where that word or other expression is used in direct association with other words delineated in characters at least as large as those in which that word or other expression is delineated and indication that the reference is to registration as a trade mark under the laws of a country other than Pakistan, being a country under the laws of which the registration referred to is, in fact, in force;",
CHAPTER XIII,"OFFENCES, PENALTIES AND PROCEDURE",102,Penalty of falsely representing a trade mark as registered.,3,b,,where that other expression is of itself such as to indicate that the reference is to such registration as is mentioned in clause (a);,
CHAPTER XIII,"OFFENCES, PENALTIES AND PROCEDURE",102,Penalty of falsely representing a trade mark as registered.,3,c,,where that word is used in relation to a mark registered as a trade mark under the laws of a country other than Pakistan and in relation solely to goods or services to be exported to that country.,
CHAPTER XIII,"OFFENCES, PENALTIES AND PROCEDURE",102,Penalty of falsely representing a trade mark as registered.,4,,,"The Registrar may, either suo moto or upon a complaint in writing made to him,call upon any person who is allegedly contravening any of the provisions of clauses(a) to (d) of sub-section (1) to show cause as to why action should not be taken against him;Provided that power of the Registrar shall be limited to the imposition of line asprovided under sub-section (2) or, if pending, to refusal of application for registration of the trade mark, or if the trade mark is registered, to invalidation of the
registration, or any combination thereof, as the case may be.","subsec_1,subsec_2"
CHAPTER XIII,"OFFENCES, PENALTIES AND PROCEDURE",103,Restraint of use of Government Arms and State emblems,1,,,"If a person, without due authority, uses in connection with any trade, business, calling or profession-",
CHAPTER XIII,"OFFENCES, PENALTIES AND PROCEDURE",103,Restraint of use of Government Arms and State emblems,1,a,,the flag of Pakistan in such manner as to be misleading;,
CHAPTER XIII,"OFFENCES, PENALTIES AND PROCEDURE",103,Restraint of use of Government Arms and State emblems,1,b,,"Government Arms or arms so closely resembling the same as to be calculated to deceive, in such manner as to be calculated to lead to the belief that he is duly authorised so to use the Government Arms;",
CHAPTER XIII,"OFFENCES, PENALTIES AND PROCEDURE",103,Restraint of use of Government Arms and State emblems,1,c,,"name, title and semblance of Quaid-i- Azam Mohammad Ali Jinnah or Allama Dr. Mohammad Iqbal or any variations thereof, or any device, emblem or title is such manner as to be calculated to lead to the belief that be is employed by, or supplies goods to, or is connected with, the Federal Government or any Provincial Government or any department of any such Government;",
CHAPTER XIII,"OFFENCES, PENALTIES AND PROCEDURE",103,Restraint of use of Government Arms and State emblems,1,d,,"the emblem, the official seal and the name or any abbreviation of the name of the United Nations or any subsidiary body set up the United Nations or of the World Health Organization or of the World Intellectual Property Organization or of the World Trade Organization in such manner as is to be calculated to lead to the belief that he is duly authorized by the competent authorities of these organization to use the emblem, seal or name, he may, at the suit of the Registrar or of any person who is authorized to use such Arms, device, emblem or title, be restrained by injunction from continuing so to use the same: Provided that noting in this section shall be construed as affecting the rights, if any, of the proprietor of a trade mark containing such Arms, device, emblem or title to continue to use such trade mark.",
CHAPTER XIII,"OFFENCES, PENALTIES AND PROCEDURE",104,Offences by companies.,1,,,"If the person committing an offence under this Ordinance is a company, the company as well as every person in charge of, and responsible to, the company for the conduct of its business at the time of the commission of the offence shall be deemed to be guilty of the offence and shall be liable to be proceeded against and punished accordingly; Provided that nothing contained in this sub-section shall render any such person liable to any punishment if he proves that the offence was committed without his knowledge or that he exercised all due diligence to prevent the commission of such offence.",
CHAPTER XIII,"OFFENCES, PENALTIES AND PROCEDURE",104,Offences by companies.,2,,,"Notwithstanding anything contained in sub-section (1), where an offence has been committed by a company and it is proved that the offence has been committed with the consent or connivance of, or that the commission of the offence is attributable to any neglect on the part of any director, manager, secretary or other officer of the company, such director, manager, secretary or other officer shall also be deemed to be guilty of the offence and shall be liable to be proceeded against and punished accordingly",subsec_1
CHAPTER XIII,"OFFENCES, PENALTIES AND PROCEDURE",104,Offences by companies.,2,a,,"""company"" means any body corporate and includes a partnership, firm or other association of individuals;",
CHAPTER XIII,"OFFENCES, PENALTIES AND PROCEDURE",104,Offences by companies.,2,b,,"""director"" in relation to a firm, means a partner in the firm.",
CHAPTER XIII,"OFFENCES, PENALTIES AND PROCEDURE",105,Powers to award compensation for offenses,1,,,"In any prosecution under this Ordinance, the High Court or a District Court may, when passing a sentence of fine, direct that an amount not exceeding fifty percent of the fine imposed by it but commensurate with the loss suffered by the party shall be paid as compensation to the person whose right has been infringed or to the heirs or legal representatives of such person.",
CHAPTER XIII,"OFFENCES, PENALTIES AND PROCEDURE",105,Powers to award compensation for offenses,2,,,"The payment of any compensation to any sub-section (1), shall be without prejudice to his right to any claim in a suit or other proceedings which may be instituted, or may be pending in the High Court or a District Court, in relation to the same matter",subsec_1
CHAPTER XIII,"OFFENCES, PENALTIES AND PROCEDURE",106,Punishment of abetment in Pakistan of acts done out of Pakistan,,,,"IF any person, being within Pakistan, abets the commission, without Pakistan of any act which, if committed in Pakistan, would, under this Ordinance, be an offence, he may be tried for such abetment in any place in Pakistan in which he may be found and he punished thereof with the punishment to which he should be liable if he had himself committed in that place the act which he abetted.",
CHAPTER XIII,"OFFENCES, PENALTIES AND PROCEDURE",107,Penalty for improperly describing a place of business as connected with the Trade Marks Registry,1,,,"If any person uses his place of business, or on any document issued by him, or otherwise, words which would reasonably lead to the belief that his place of business is, or is officially connected with, the Trade Marks Registry, he shall be guilty of an offence punishable with imprisonment for a term which may extend to two years, or with fine, or with both",
CHAPTER XIV,MISCELLANEOUS AND GENERAL PROVISIONS,108,Power of Registrar to require use of forms,1,,,The Registrar may require the use of such forms as he may direct for any purpose relation to the registration of a trade mark or any other proceedings before him under this Ordinance,
CHAPTER XIV,MISCELLANEOUS AND GENERAL PROVISIONS,108,Power of Registrar to require use of forms,2,,,The forms and any direction of the Registrar with respect to their use shall be notified in the manner as may be prescribed,
CHAPTER XIV,MISCELLANEOUS AND GENERAL PROVISIONS,109,Information about applications and registered trade marks,1,,,"After publication of an application for registration of a trade mark the Registrar shall on request provide a person with such information and permit him to inspect such documents relating to the application, or to any registered trade mark resulting from it, as may be specified in the request, subject to such restrictions, as may be prescribed.",
CHAPTER XIV,MISCELLANEOUS AND GENERAL PROVISIONS,109,Information about applications and registered trade marks,2,,,Any request under sub-section (1) shall be made in the prescribed manner and be accompanied by the prescribed fee.,subsec_1
CHAPTER XIV,MISCELLANEOUS AND GENERAL PROVISIONS,109,Information about applications and registered trade marks,3,,,"Before publication of an application for registration of a trade mark, document or information constituting or relating to the application shall not be published by the Registrar or communicated by him to any person except-",
CHAPTER XIV,MISCELLANEOUS AND GENERAL PROVISIONS,109,Information about applications and registered trade marks,3,a,,in such cases and to such extent as may be prescribed;,
CHAPTER XIV,MISCELLANEOUS AND GENERAL PROVISIONS,109,Information about applications and registered trade marks,3,b,,"with the consent of the applicant, but subject to the provisions of sub-section (4)",subsec_4
CHAPTER XIV,MISCELLANEOUS AND GENERAL PROVISIONS,109,Information about applications and registered trade marks,4,,,"Where a person has been informed that an application for registration of a trade mark has been made, and that the applicant will if the application is granted bring proceedings against him in respect of acts done after publication of the application, he me make a request under sub-section (1) notwithstanding that the application has not been published and that sub-section shall apply accordingly.",subsec_1
CHAPTER XIV,MISCELLANEOUS AND GENERAL PROVISIONS,110,"Costs, security for costs and fine.",1,,,"Provisions may be made by rules empowering the Registrar, in any proceedings before him under this Ordinance-",
CHAPTER XIV,MISCELLANEOUS AND GENERAL PROVISIONS,110,"Costs, security for costs and fine.",1,a,,to award any party such costs as he may consider reasonable;,
CHAPTER XIV,MISCELLANEOUS AND GENERAL PROVISIONS,110,"Costs, security for costs and fine.",1,b,,to impose as he may consider reasonable;,
CHAPTER XIV,MISCELLANEOUS AND GENERAL PROVISIONS,110,"Costs, security for costs and fine.",1,c,,to direct how and by whom costs or fines shall be paid.,
CHAPTER XIV,MISCELLANEOUS AND GENERAL PROVISIONS,110,"Costs, security for costs and fine.",2,,,Any such order of the Registrar may be executable in the same way as a decree of a Civil Court.,
CHAPTER XIV,MISCELLANEOUS AND GENERAL PROVISIONS,110,"Costs, security for costs and fine.",3,,,"Provisions may be made by rules empowering the Registrar, in such cases as may be prescribed, to require a party to proceedings before him to give security for costs in relation to those proceedings or to proceedings on appeal and as to the consequences if security is not given.",
CHAPTER XIV,MISCELLANEOUS AND GENERAL PROVISIONS,111,Procedure before the Registrar,1,,,In all proceedings under this Ordinance before the Registrar-,
CHAPTER XIV,MISCELLANEOUS AND GENERAL PROVISIONS,111,Procedure before the Registrar,1,a,,"the Registrar shall have all the powers of a Civil Court for the purposes of receiving evidence, administering oaths, enforcing the attendance of witnesses, compelling the discovery and production of documents, issuing commissions for the examination of witness and granting a certificate of contested validity;",
CHAPTER XIV,MISCELLANEOUS AND GENERAL PROVISIONS,111,Procedure before the Registrar,1,b,,"evidence shall be given by affidavit, provided that the Registrar may, if he thinks fit, take oral evidence in lieu of, or in addition to, such evidence by affidavit.",
CHAPTER XIV,MISCELLANEOUS AND GENERAL PROVISIONS,111,Procedure before the Registrar,2,,,"the Registrar shall not exercise any powers vested in him by this Ordinance or the rules made thereunder adversely to any party duly appearing before him, if required in writing within the prescribed time so to do, without giving such party an opportunity of being heard",
CHAPTER XIV,MISCELLANEOUS AND GENERAL PROVISIONS,112,Certificate of validity of contested registration,1,,,"If in any legal proceedings in which the validity of the registration of a trade mark comes into question and a decision is given in favour of the proprietor of the trade mark, the tribunal may grant a certificate to that effect, and if such a certificate is granted, then in any subsequent legal proceedings in which the said validity comes into question, the said proprietor on obtaining a final order or judgement in his favour shall, unless the said final order or judgement for sufficient reason directs otherwise, be entitled to his full costs, charges and expenses as between legal practitioner and client.",
CHAPTER XIV,MISCELLANEOUS AND GENERAL PROVISIONS,113,Registrar's appearance in proceedings involving the Register,1,,,In all proceedings before the Court involving application for,
CHAPTER XIV,MISCELLANEOUS AND GENERAL PROVISIONS,113,Registrar's appearance in proceedings involving the Register,1,a,,the revocation of the registration of a trade mark;,
CHAPTER XIV,MISCELLANEOUS AND GENERAL PROVISIONS,113,Registrar's appearance in proceedings involving the Register,1,b,,a declaration of the invalidity of the registration of a trade mark,
CHAPTER XIV,MISCELLANEOUS AND GENERAL PROVISIONS,113,Registrar's appearance in proceedings involving the Register,1,c,,"the rectification of the Register, the Registrar shall be entitled to appear and be heard and shall appear if so directed by the High Court.",
CHAPTER XIV,MISCELLANEOUS AND GENERAL PROVISIONS,113,Registrar's appearance in proceedings involving the Register,2,,,"unless otherwise directed by the High Court, the Registrar may instead of appearing submit to the High Court a statement in writing signed by him, giving particulars of",
CHAPTER XIV,MISCELLANEOUS AND GENERAL PROVISIONS,113,Registrar's appearance in proceedings involving the Register,2,a,,any proceedings before him in relation to the matter in issue,
CHAPTER XIV,MISCELLANEOUS AND GENERAL PROVISIONS,113,Registrar's appearance in proceedings involving the Register,2,b,,the grounds of any decision given by him affecting it;,
CHAPTER XIV,MISCELLANEOUS AND GENERAL PROVISIONS,113,Registrar's appearance in proceedings involving the Register,2,c,,the practice of the Trade Marks Registry in like cases;,
CHAPTER XIV,MISCELLANEOUS AND GENERAL PROVISIONS,113,Registrar's appearance in proceedings involving the Register,2,d,,such matters relevant to the issues and within his knowledge as Registrar as he thinks fit. and the statement shall be deemed to form part of the evidence in the proceedings.,
CHAPTER XIV,MISCELLANEOUS AND GENERAL PROVISIONS,113,Registrar's appearance in proceedings involving the Register,3,,,Anything which the Registrar is or may be authorized or require to do under this section may be done on his behalf by a duly authorized officer by him.,
CHAPTER XIV,MISCELLANEOUS AND GENERAL PROVISIONS,114,Appeal against the decision of the Registrar,1,,," Save as otherwise expressly provided in this Ordinance, an appeal shall lie,
within the prescribed period, against any decision of the Registrar under this
Ordinance or rules made thereunder to the High Court having jurisdiction;
Provided that if any suit or other proceedings concerning the trade mark in question
is pending before the High Court or a District Court, the appeal shall lie to that High
Court or, as the case may be, to the High Court within whose jurisdiction that District
Court is situated",
CHAPTER XIV,MISCELLANEOUS AND GENERAL PROVISIONS,114,Appeal against the decision of the Registrar,2,,,"In an appeal by an applicant for registration against a decision of the Registrar under section 21, 22 or 28, it shall be open, save with the express permission of the High Court, to the Registrar or any party opposing the appeal to advance grounds other than those recorded in the said decision or advanced by the party in the proceedings before the Registrar, as the case may be, and where any such additional grounds are advanced, the applicant for registration may, on giving notice in the prescribed manner, withdraw his application. without being liable to pay the costs of the Registrar or the parties opposing his application.","sect_no21,sect_no22,sect_no28"
CHAPTER XIV,MISCELLANEOUS AND GENERAL PROVISIONS,114,Appeal against the decision of the Registrar,3,,,"Subject to the provision of this Ordinance and of rules made thereunder, the provisions of the Code of Civil Procedure, 1908 (Act V of 1908), shall apply to appeal before the High Court or a District Court under this Ordinance",
CHAPTER XIV,MISCELLANEOUS AND GENERAL PROVISIONS,115,Procedure before the Federal Government,,,,"In all proceedings under this Ordinance before the Federal Government, evidence shall be given by affidavit, provided that the Federal Government may, if it thinks fit, take oral evidence in lieu of, or in addition to, such evidence by a affidavit, and shall for that purpose have all the powers of a Civil Court referred to in clause (a) of section 111.",sect_no111
CHAPTER XIV,MISCELLANEOUS AND GENERAL PROVISIONS,116,"Where under this Ordinance, an applicant has the option of making as application either to the High Court or a District Court or the Registrar",1,,,"Where under this Ordinance, an applicant has the option of making as application either to the High Court or a District Court or the Registrar",
CHAPTER XIV,MISCELLANEOUS AND GENERAL PROVISIONS,116,"Where under this Ordinance, an applicant has the option of making as application either to the High Court or a District Court or the Registrar",1,a,,"if any suit or proceeding concerning the trade mark in question are pending before the High Court or a District Court, the application shall be made to the High Court or, as the case may be, the District Court",
CHAPTER XIV,MISCELLANEOUS AND GENERAL PROVISIONS,116,"Where under this Ordinance, an applicant has the option of making as application either to the High Court or a District Court or the Registrar",1,b,,"in any other case, if the application is made to the Registrar, he may stage of the proceedings refer the application to the application to the High Court or a District Court.",
